customer_name,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,age,female,total_kids,total_lifetime_spend,average_value_per_product,has_loyalty_card,lifetime_spend_groceries_prop,lifetime_spend_electronics_prop,lifetime_spend_vegetables_prop,lifetime_spend_nonalcohol_drinks_prop,lifetime_spend_alcohol_drinks_prop,lifetime_spend_meat_prop,lifetime_spend_fish_prop,lifetime_spend_hygiene_prop,lifetime_spend_videogames_prop,lifetime_spend_petfood_prop
Bsc. Henry Thompson,0.0,3.0,7237.0,591.0,7.0,1807.0,507.0,42.0,304.0,176.0,2312.0,153.0,441.0,154.0,0.1113161982340499,2014.0,38.760359275134725,-9.07835954778907,77.0,0,1.0,13570.0,88.11688311688312,1,0.5333087693441415,0.04355195283714075,0.13316138540899042,0.037361827560795875,0.0030950626381724394,0.022402358142962417,0.01296978629329403,0.17037582903463522,0.011274871039056743,0.03249815770081061
Bsc. Charlene Baird,1.0,7.0,11107.0,108.0,15.0,620.0,162.0,182.0,1094.0,487.0,607.0,89.0,683.0,37.0,1.0,2021.0,38.78541245732896,-9.152032204165351,25.0,1,0.0,15139.0,409.1621621621622,1,0.733668009776075,0.0071338925952837045,0.04095382786181386,0.010700838892925557,0.01202193011427439,0.07226368980778122,0.03216857123984411,0.04009511856793711,0.005878855935002312,0.045115265209062685
Bruno Goldbeck,2.0,1.0,10490.0,13672.0,20.0,104.0,574.0,705.0,1249.0,737.0,205.0,667.0,550.0,134.0,0.4091402734153587,2018.0,38.74600841010293,-9.15622923060766,29.0,0,1.0,28953.0,216.06716417910448,1,0.36231133215901634,0.47221358753842435,0.003592028459917798,0.019825233999930924,0.024349808310019688,0.04313888025420509,0.02545504783614824,0.007080440714261044,0.02303733637274203,0.018996304355334507
Phd. Evelyn Quinn,3.0,3.0,8264.0,1660.0,19.0,266.0,399.0,514.0,1024.0,1405.0,819.0,168.0,533.0,65.0,0.157528602099963,2007.0,38.78699922945693,-9.135196125512602,78.0,1,3.0,15052.0,231.56923076923076,1,0.5490300292319957,0.11028434759500398,0.017672070156789794,0.02650810523518469,0.0341482859420675,0.06803082646824342,0.09334307733191602,0.05441137390380016,0.011161307467446186,0.035410576667552485
Msc. Arlene Hernandez,1.0,5.0,35044.0,78.0,20.0,395.0,567.0,621.0,1000.0,910.0,1560.0,285.0,255.0,253.0,0.4308490612060748,2017.0,38.75274681712484,-9.135250341406646,80.0,1,1.0,40715.0,160.92885375494072,1,0.8607147243030824,0.0019157558639322117,0.009701584182733636,0.013926071472430308,0.015252363993614147,0.024560972614515536,0.022350485079209136,0.038315117278644235,0.006999877195136927,0.006263048016701462
Bsc. James Kolodziej,1.0,3.0,15333.0,883.0,14.0,1325.0,551.0,257.0,117.0,150.0,2057.0,100.0,473.0,205.0,0.0320563109521218,2019.0,38.75658242562309,-9.15436602277348,82.0,0,2.0,21246.0,103.6390243902439,1,0.7216887884778311,0.04156076437917726,0.062364680410430196,0.025934293514073236,0.012096394615457027,0.005506918949449308,0.007060152499293985,0.09681822460698485,0.004706768332862657,0.022263014214440366
Phd. Linda Bryant,0.0,2.0,20270.0,1816.0,17.0,2118.0,507.0,408.0,40.0,53.0,890.0,238.0,342.0,139.0,0.0660401921930587,2012.0,38.74710885689428,-9.186784838800778,59.0,1,2.0,26682.0,191.9568345323741,1,0.7596881792969042,0.0680608650026235,0.07937935686979987,0.019001574094895436,0.015291207555655498,0.0014991379956525,0.001986357844239562,0.03335582040326812,0.008919871074132373,0.012817629862828873
Phd. Tom Fisher,,2.0,8829.0,345.0,8.0,,121.0,1657.0,1028.0,758.0,91.0,475.0,44.0,61.0,0.6532370294994334,2029.0,38.70758994916797,-9.161818002552854,25.0,0,0.0,13348.0,218.81967213114754,1,0.6614474078513635,0.025846568774348218,0.0,0.009065028468684446,0.12413844770752172,0.07701528318849266,0.05678753371291579,0.006817500749175907,0.03558585555888523,0.003296373988612526
Bsc. Jeffery Brown,1.0,4.0,71986.0,3650.0,11.0,126.0,721.0,739.0,532.0,920.0,1101.0,268.0,499.0,126.0,0.2331716143295922,2019.0,38.727745834323656,-9.185483625264848,34.0,0,3.0,80542.0,639.2222222222222,1,0.8937697102133049,0.04531797074818107,0.0015644011819920041,0.008951851208065357,0.009175337091207072,0.0066052494350773506,0.011422611805020983,0.013669886518834894,0.0033274564823321993,0.006195525315984207
Phd. Edna Christy,0.0,2.0,12067.0,274.0,22.0,,125.0,177.0,811.0,157.0,243.0,52.0,210.0,16.0,0.5625619630219125,2016.0,38.777746595386375,-9.167540842777818,37.0,1,1.0,14116.0,882.25,1,0.8548455653159536,0.019410597903088692,0.0,0.008855199773306887,0.01253896287900255,0.057452536129215075,0.011122130915273448,0.017214508359308586,0.0036837631056956645,0.014876735619155567
Msc. Arthur Doyle,2.0,1.0,9842.0,2173.0,12.0,311.0,193.0,691.0,422.0,566.0,485.0,782.0,301.0,35.0,0.6308553294317327,2020.0,38.74813760378645,-9.156526394540954,34.0,0,3.0,15766.0,450.45714285714286,1,0.6242547253583661,0.13782823798046429,0.019725992642395027,0.012241532411518458,0.04382849169098059,0.02676645946974502,0.035900038056577446,0.030762400101484205,0.04960040593682608,0.019091716351642776
Phd. Debra Mcleod,0.0,5.0,10232.0,2309.0,14.0,338.0,280.0,595.0,438.0,821.0,1067.0,225.0,454.0,127.0,0.5897405207838152,2011.0,38.72716384639924,-9.2052703305056,66.0,1,1.0,16759.0,131.96062992125985,1,0.6105376215764664,0.1377767169878871,0.0201682677964079,0.016707440778089385,0.035503311653439944,0.026135210931439824,0.048988603138612086,0.06366728325079062,0.013425622053821827,0.02708992183304493
Phd. Melissa Earing,1.0,1.0,8793.0,3285.0,9.0,2219.0,477.0,281.0,42.0,,613.0,162.0,47.0,73.0,0.074966511144387,2008.0,38.754215503038,-9.17366872422114,45.0,1,1.0,15919.0,218.06849315068493,1,0.5523588165085747,0.20635718324015329,0.13939317796343992,0.029964193730761982,0.01765186255418054,0.0026383566806960235,0.0,0.03850744393492053,0.010176518625541805,0.0029524467617312645
Cruz Pope,1.0,2.0,6520.0,3754.0,23.0,292.0,473.0,913.0,653.0,882.0,589.0,1151.0,546.0,54.0,0.3058264810330052,2016.0,38.73353626643542,-9.167613813757033,53.0,1,0.0,15773.0,292.0925925925926,1,0.4133646104101946,0.23800164838648324,0.01851264819628479,0.02998795409877639,0.057883725353452105,0.04139986052114373,0.05591834146959995,0.037342293793190894,0.07297280162302669,0.03461611614784759
Bsc. Stan Vian,0.0,5.0,8225.0,2873.0,23.0,815.0,503.0,199.0,924.0,,678.0,33.0,678.0,89.0,0.0219439132124308,2021.0,38.69790927684401,-9.16725691086542,86.0,0,0.0,14928.0,167.73033707865167,1,0.5509780278670954,0.19245712754555197,0.054595391211146836,0.03369506966773848,0.013330653804930332,0.06189710610932476,0.0,0.045418006430868164,0.0022106109324758843,0.045418006430868164
Bsc. Ruth Snoddy,1.0,1.0,13396.0,1321.0,9.0,439.0,326.0,5.0,696.0,523.0,670.0,1359.0,765.0,60.0,0.0849881318023555,2010.0,38.75980720441785,-9.155894766799689,68.0,1,1.0,19500.0,325.0,1,0.686974358974359,0.06774358974358974,0.02251282051282051,0.016717948717948718,0.0002564102564102564,0.03569230769230769,0.026820512820512822,0.03435897435897436,0.06969230769230769,0.03923076923076923
Bsc. Thomas King,0.0,2.0,37795.0,2130.0,8.0,636.0,102.0,310.0,890.0,844.0,842.0,42.0,524.0,212.0,,2011.0,38.76203648175096,-9.158846685096057,46.0,0,,44115.0,208.08962264150944,1,0.8567380709509237,0.04828289697381843,0.014416865011900714,0.0023121387283236996,0.0070270882919641845,0.02017454380596169,0.0191318145755412,0.019086478522044655,0.0009520571234274056,0.0118780460160943
Bsc. Shantae Worley,0.0,3.0,32925.0,5770.0,14.0,1083.0,759.0,1737.0,1300.0,956.0,1451.0,372.0,327.0,305.0,0.1165796006586249,2006.0,38.76021401470984,-9.194390645605838,53.0,1,4.0,46680.0,153.04918032786884,1,0.7053341902313625,0.12360754070265638,0.02320051413881748,0.016259640102827762,0.03721079691516709,0.027849185946872322,0.02047986289631534,0.031083976006855186,0.007969151670951156,0.007005141388174807
Phd. Alonzo Crossan,0.0,5.0,25539.0,1089.0,7.0,907.0,1681.0,896.0,1153.0,962.0,1205.0,344.0,329.0,330.0,,2028.0,38.72970010948747,-9.196584989123338,25.0,0,2.0,34105.0,103.34848484848484,1,0.7488344817475443,0.03193080193520012,0.026594341005717635,0.049288960562967304,0.026271807652836827,0.03380735962468846,0.028207007770121684,0.035332062747397745,0.010086497580999854,0.009646679372526022
Bsc. Vanessa Wells,1.0,6.0,8371.0,205.0,13.0,218.0,379.0,316.0,493.0,1512.0,249.0,94.0,328.0,151.0,0.0615688647714884,2014.0,38.71247116480576,-9.129835005121535,48.0,1,1.0,12165.0,80.56291390728477,1,0.6881216605014385,0.01685162351006987,0.01792026304973284,0.03115495273325113,0.025976161117961364,0.04052609946568023,0.12429099876695437,0.020468557336621455,0.0077270859021783805,0.026962597616111795
Phd. Dawn Cannon,1.0,4.0,37097.0,2598.0,14.0,283.0,246.0,706.0,1243.0,680.0,2369.0,263.0,359.0,302.0,0.4942214328019912,2007.0,38.77949960090595,-9.152015004454716,38.0,1,2.0,45844.0,151.80132450331126,1,0.809200767821307,0.056670447604921036,0.006173108803769305,0.0053660239071634235,0.015400052351452753,0.02711368990489486,0.01483291161329727,0.05167524648809004,0.005736846697495856,0.00783090480760841
Bsc. Madge Bell,0.0,7.0,26555.0,7141.0,10.0,1327.0,379.0,1838.0,1773.0,1429.0,1428.0,,380.0,266.0,0.2274411335550715,2009.0,38.745229204961255,-9.116639572490518,66.0,1,3.0,42250.0,158.8345864661654,1,0.6285207100591717,0.16901775147928993,0.03140828402366864,0.008970414201183432,0.04350295857988166,0.04196449704142012,0.03382248520710059,0.03379881656804734,0.0,0.008994082840236686
Bsc. Marion Davis,1.0,6.0,1806.0,1248.0,17.0,1963.0,398.0,325.0,55.0,47.0,595.0,126.0,199.0,91.0,0.1269068530725506,2013.0,38.759760815806594,-9.122087512242429,79.0,1,2.0,6762.0,74.3076923076923,1,0.2670807453416149,0.18456078083407276,0.2902987281869269,0.05885832593907128,0.04806270334220645,0.00813368825791186,0.006950606329488317,0.08799171842650104,0.018633540372670808,0.02942916296953564
Bsc. Bonny Correa,2.0,1.0,8496.0,1068.0,11.0,284.0,17.0,668.0,446.0,633.0,381.0,171.0,268.0,42.0,0.4197566063956281,2014.0,38.74815657274145,-9.156340480297294,36.0,1,2.0,12432.0,296.0,1,0.6833976833976834,0.0859073359073359,0.022844272844272845,0.0013674388674388674,0.053732303732303734,0.03587516087516088,0.05091698841698842,0.030646718146718148,0.013754826254826255,0.021557271557271558
Msc. Sylvia Jones,0.0,3.0,10440.0,3659.0,8.0,1966.0,956.0,304.0,368.0,266.0,1635.0,95.0,271.0,84.0,0.2426026354063847,2016.0,38.74198055776764,-9.090553284872955,85.0,1,3.0,19960.0,237.61904761904762,1,0.5230460921843687,0.18331663326653308,0.09849699398797596,0.047895791583166335,0.015230460921843688,0.01843687374749499,0.013326653306613227,0.08191382765531062,0.004759519038076153,0.013577154308617235
Phd. Jane Dixon,1.0,4.0,16221.0,1325.0,12.0,2009.0,439.0,177.0,,87.0,2111.0,80.0,436.0,32.0,0.0899605382861564,2019.0,38.75784856755827,-9.06704702651029,71.0,1,2.0,22885.0,715.15625,1,0.7088048940353944,0.05789818658509941,0.08778675988638847,0.01918287087611973,0.007734323792877431,0.0,0.0038016167795499236,0.0922438278348263,0.0034957395674022284,0.019051780642342146
Msc. Lillian Moore,1.0,4.0,3836.0,40.0,21.0,232.0,301.0,477.0,1262.0,696.0,467.0,434.0,428.0,188.0,0.5893278251634426,2019.0,38.73230749038213,-9.21469076819808,50.0,1,1.0,8173.0,43.473404255319146,1,0.46935029976752723,0.004894163709776092,0.028386149516701334,0.03682858191606509,0.058362902239079896,0.1544108650434357,0.085158448550104,0.057139361311635876,0.053101676251070595,0.052367551694604185
Phd. Kayla Blankenship,2.0,2.0,9339.0,300.0,6.0,88.0,244.0,1033.0,507.0,467.0,316.0,137.0,370.0,87.0,0.8021778732399719,2016.0,38.7480290416654,-9.15656587813829,32.0,1,2.0,12801.0,147.13793103448276,1,0.7295523787204125,0.023435669088352474,0.006874462932583392,0.019061010858526677,0.08069682056089368,0.03960628075931568,0.036481524880868685,0.024685571439731272,0.010702288883680963,0.028903991875634714
Phd. Archie Mickel,1.0,3.0,29112.0,5704.0,8.0,1508.0,963.0,1549.0,1341.0,,887.0,606.0,64.0,329.0,0.1829629326719151,2025.0,38.7496666360259,-9.14014091211847,28.0,0,8.0,41734.0,126.85106382978724,1,0.6975607418411847,0.1366751329850961,0.03613360808932765,0.023074711266593186,0.03711602051085446,0.03213207456749892,0.0,0.02125365409498251,0.014520534815737767,0.0015335218287247808
Phd. Doloris Atwell,1.0,5.0,33106.0,2893.0,14.0,514.0,790.0,452.0,794.0,1271.0,825.0,307.0,410.0,128.0,0.0941141673878209,2018.0,38.80364972655259,-9.057216682624029,66.0,1,1.0,41362.0,323.140625,1,0.8003964992021663,0.06994342633334945,0.012426865238624825,0.019099656689715198,0.01092790484019148,0.019196363812194767,0.030728688167883565,0.019945844011411442,0.0074222716503070454,0.009912480054155988
Felipe Belliveau,1.0,1.0,10551.0,19339.0,20.0,39.0,487.0,1363.0,697.0,433.0,540.0,1835.0,5.0,37.0,0.2335421656467491,2016.0,38.76338275574757,-9.175977632749976,49.0,0,1.0,35289.0,953.7567567567568,1,0.29898835331123014,0.5480177959137408,0.0011051602482359943,0.013800334381818697,0.038623933803734876,0.01975119725693559,0.012270112499645783,0.015302218821729151,0.051999206551616654,0.00014168721131230694
Msc. Salvatore Blackmon,1.0,4.0,10375.0,454.0,11.0,95.0,94.0,170.0,486.0,734.0,39.0,,43.0,98.0,1.0,2014.0,38.716659620636335,-9.126962821404986,54.0,0,0.0,12490.0,127.44897959183673,1,0.8306645316253003,0.03634907926341073,0.007606084867894315,0.007526020816653323,0.013610888710968775,0.0389111289031225,0.05876701361088871,0.003122497998398719,0.0,0.00344275420336269
Jody Marrs,2.0,2.0,14037.0,9387.0,22.0,90.0,601.0,1342.0,718.0,967.0,247.0,,328.0,109.0,0.3376005577176389,2014.0,38.744460255877705,-9.1663286590939,51.0,1,0.0,27717.0,254.28440366972478,1,0.5064400909189306,0.3386730165602338,0.0032471046650070353,0.021683443374102537,0.048417938449327125,0.02590467943861168,0.03488833567846448,0.008911498358408198,0.0,0.011833892556914529
Phd. George Moland,1.0,1.0,31548.0,4885.0,11.0,979.0,1084.0,307.0,1808.0,901.0,642.0,,456.0,166.0,0.0503315349347742,2012.0,38.76299838765157,-9.170646844713852,46.0,0,5.0,42610.0,256.68674698795184,1,0.7403895799108191,0.1146444496597043,0.022975827270593756,0.025440037549870922,0.007204881483219901,0.042431354142220136,0.02114527106313072,0.01506688570758038,0.0,0.010701713212860831
Bsc. Renee Green,2.0,1.0,7706.0,1395.0,11.0,312.0,114.0,649.0,561.0,631.0,13.0,116.0,53.0,109.0,0.2457068193430098,2017.0,38.7474890696561,-9.155944958147968,35.0,1,2.0,11550.0,105.96330275229357,1,0.6671861471861472,0.12077922077922078,0.027012987012987013,0.009870129870129871,0.05619047619047619,0.04857142857142857,0.05463203463203463,0.0011255411255411255,0.010043290043290043,0.004588744588744589
Msc. Suzanne Jackson,2.0,1.0,8856.0,862.0,6.0,144.0,46.0,662.0,589.0,343.0,500.0,168.0,81.0,39.0,1.0,2017.0,38.74771972687876,-9.155806753882551,28.0,1,5.0,12251.0,314.12820512820514,1,0.7228797649171497,0.07036160313443801,0.011754142518978043,0.0037547955268957636,0.054036405191412944,0.0480777079422088,0.027997714472287976,0.04081299485756265,0.01371316627214105,0.006611705166925149
Phd. Norman Kellar,2.0,3.0,11036.0,446.0,23.0,450.0,95.0,148.0,461.0,361.0,688.0,284.0,475.0,18.0,0.4584183117437898,2014.0,38.74384410672418,-9.152002161264976,31.0,0,1.0,14444.0,802.4444444444445,1,0.7640542785931875,0.030877873165328164,0.031154804763223482,0.006577125450013847,0.010246469122126834,0.031916366657435614,0.024993076710052617,0.047632234837995016,0.019662143450567708,0.03288562725006923
Phd. Stella Vanlandingham,1.0,1.0,21035.0,4355.0,13.0,710.0,273.0,625.0,1557.0,830.0,594.0,450.0,624.0,45.0,0.1970857982962765,2008.0,38.77163386244289,-9.120604122622966,80.0,1,6.0,31053.0,690.0666666666667,1,0.6773902682510546,0.14024409879882782,0.022864135510256657,0.00879142111873249,0.020126879850578042,0.05014008308376002,0.02672849644156764,0.019128586609989374,0.014491353492416191,0.02009467684281712
Phd. Mildred Jones,1.0,3.0,5241.0,2848.0,13.0,2514.0,580.0,250.0,46.0,281.0,1037.0,290.0,252.0,59.0,0.1318202582444303,2014.0,38.77968386918864,-9.19466434077501,32.0,1,2.0,13339.0,226.08474576271186,1,0.39290801409401005,0.21350925856510983,0.18846990029237573,0.04348152035384961,0.018742034635280007,0.003448534372891521,0.021066046930054726,0.07774195966714147,0.021740760176924806,0.018891970912362246
Msc. Renee Crowe,,1.0,9973.0,3875.0,9.0,1206.0,857.0,1261.0,1486.0,1205.0,620.0,313.0,193.0,361.0,0.1108472703578988,2005.0,38.77651127402721,-9.190814820328804,70.0,1,4.0,20989.0,58.14127423822715,1,0.47515365191290676,0.1846205155081233,0.057458668826528184,0.04083091142979656,0.06007908904664348,0.07079898994711516,0.05741102482252609,0.02953928248129973,0.014912573252656153,0.009195292772404592
Phd. Tony Cummings,0.0,4.0,8375.0,3406.0,11.0,1572.0,305.0,438.0,83.0,67.0,748.0,151.0,32.0,41.0,0.1321238480605895,2011.0,38.77927405559048,-9.166152028406405,52.0,0,1.0,15177.0,370.1707317073171,1,0.5518218356723991,0.22441852803584372,0.1035777821703894,0.020096198194636622,0.028859458390986362,0.0054688014759175065,0.004414574685379192,0.04928510245766621,0.009949265335705344,0.0021084535810766292
Bsc. Homer Rodriguez,1.0,2.0,13355.0,673.0,9.0,547.0,79.0,194.0,748.0,,106.0,179.0,16.0,62.0,0.5990170831946777,2017.0,38.72848388735738,-9.181805417133749,57.0,0,1.0,15897.0,256.4032258064516,1,0.8400956155249418,0.04233503176700006,0.03440900798892873,0.004969491098949487,0.01220356042020507,0.047052903063471097,0.0,0.006667924765679059,0.011259986160910864,0.0010064792099138203
Bsc. Dina Kellum,1.0,7.0,12155.0,2559.0,10.0,2093.0,621.0,410.0,45.0,79.0,607.0,156.0,171.0,127.0,0.0586036965773658,2010.0,38.71790765402376,-9.18996276218488,66.0,1,2.0,18896.0,148.78740157480314,1,0.64325783234547,0.13542548687552922,0.11076418289585098,0.03286409822184589,0.021697713801862827,0.0023814563928873838,0.00418077900084674,0.03212320067739204,0.00825571549534293,0.009049534292972058
Msc. Raymond Stpeter,1.0,5.0,16752.0,466.0,13.0,1738.0,849.0,17.0,37.0,65.0,2618.0,228.0,397.0,120.0,0.1964968506860476,2015.0,38.75416736257537,-9.146026082165973,46.0,0,3.0,23167.0,193.05833333333334,1,0.7230975093883542,0.02011481849182026,0.07502050330211076,0.036646954720075973,0.0007338023913324988,0.0015970993223119092,0.0028057150256830836,0.11300556826520482,0.009841585013165278,0.017136444079941297
Erik Murray,1.0,2.0,7863.0,2525.0,21.0,26.0,622.0,1016.0,648.0,497.0,402.0,2956.0,311.0,193.0,0.276803492086756,2013.0,38.7634352074024,-9.150999564138113,80.0,0,0.0,16866.0,87.38860103626943,1,0.4662041977943792,0.14970947468279378,0.0015415629076248074,0.03687892802087039,0.06023953515949247,0.0384204909284952,0.029467567888058818,0.02383493418712202,0.1752638444207281,0.018439464010435194
Bsc. Sylvia Giles,3.0,4.0,9961.0,1725.0,16.0,1770.0,692.0,448.0,43.0,127.0,683.0,130.0,255.0,189.0,0.0597959273288908,2011.0,38.73829055773158,-9.159192307369766,50.0,1,3.0,15834.0,83.77777777777777,1,0.6290893015030946,0.10894278135657447,0.11178476695718075,0.04370342301376784,0.028293545534924844,0.002715675129468233,0.008020714917266641,0.04313502589364658,0.008210180623973728,0.01610458507010231
Phd. Danial Schmitz,1.0,4.0,5836.0,211.0,10.0,1318.0,356.0,322.0,106.0,86.0,2127.0,299.0,627.0,34.0,0.2278466768695096,2016.0,38.78844147513438,-9.104188173971986,65.0,0,2.0,11288.0,332.0,1,0.5170092133238837,0.018692416725726434,0.1167611622962438,0.031537916371367825,0.02852586817859674,0.009390503189227498,0.007618710134656272,0.18843019135364988,0.02648830616583983,0.055545712260807935
Doris Cedillo,0.0,2.0,4804.0,10741.0,18.0,161.0,349.0,1238.0,622.0,1441.0,151.0,1612.0,365.0,18.0,0.3454144786395181,2021.0,38.73800927193912,-9.153900715709058,70.0,1,1.0,21484.0,1193.5555555555557,1,0.22360826661701733,0.4999534537330106,0.00749394898529138,0.01624464717929622,0.057624278532861666,0.028951778067398994,0.06707317073170732,0.0070284863153975054,0.07503258238689257,0.01698938745112642
Msc. Jeannette Ganser,1.0,4.0,13382.0,1799.0,10.0,1910.0,547.0,162.0,106.0,25.0,1907.0,61.0,359.0,81.0,0.13208322630811,2016.0,38.73444316402863,-9.18110165931389,55.0,1,1.0,20258.0,250.09876543209876,1,0.6605785368743212,0.08880442294402212,0.09428373975713299,0.027001678349294105,0.007996840754269917,0.005232500740448218,0.001234080363313259,0.09413565011353539,0.003011156086484352,0.0177213940171784
Carol Hendrix,0.0,2.0,9583.0,11967.0,8.0,135.0,342.0,1438.0,995.0,124.0,43.0,1178.0,292.0,165.0,0.2191056596387716,2017.0,38.76662652137475,-9.149499807448898,51.0,1,0.0,26097.0,158.16363636363636,1,0.36720695865425146,0.458558454994827,0.005173008391769169,0.013104954592481894,0.055102119017511594,0.038126987776372766,0.004751504004291681,0.0016476989692301798,0.04513928804077097,0.011189025558493314
Msc. Thomas Davis,0.0,2.0,16686.0,1281.0,8.0,983.0,157.0,183.0,963.0,777.0,883.0,295.0,289.0,83.0,0.1313530667384041,2020.0,38.759613981210855,-9.163422794015997,74.0,0,1.0,22497.0,271.04819277108436,1,0.7416988931857581,0.05694092545672756,0.043694714850869,0.006978708272214073,0.008134417922389652,0.04280570742765702,0.03453793839178557,0.039249677734809085,0.013112859492376762,0.012846157265413166
